pathway	pval	padj	ES	NES	nMoreExtreme	size	Reactome_ID
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.00746268656716418	0.0498878284345412	0.607608296695256	1.7962350792398	0	74	R-HSA-174178
Diseases of programmed cell death	0.00680272108843537	0.0498878284345412	0.603520906793822	1.78226616742642	0	69	R-HSA-9645723
Regulation of TP53 Degradation	0.0373831775700935	0.117900790797987	0.602130208683932	1.5476327729279	7	36	R-HSA-6804757
Gene Silencing by RNA	0.00840336134453781	0.0498878284345412	0.593473256574351	1.88428859463599	0	103	R-HSA-211000
Viral Messenger RNA Synthesis	0.0153061224489796	0.0661790668348045	0.593460568158902	1.61228816722305	2	44	R-HSA-168325
SUMOylation of RNA binding proteins	0.0108695652173913	0.0556285774856901	0.585703366007704	1.5982955568249	1	47	R-HSA-4570464
Positive epigenetic regulation of rRNA expression	0.0072992700729927	0.0498878284345412	0.584674940936198	1.71754518320363	0	70	R-HSA-5250913
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0.142335766423358	0.327621974644641	0.583598786548593	1.30320014872655	38	17	R-HSA-2559584
APC/C:Cdc20 mediated degradation of Securin	0.0065359477124183	0.0498878284345412	0.583325599761369	1.72280592800205	0	68	R-HSA-174154
Negative regulation of NOTCH4 signaling	0.00552486187845304	0.0498878284345412	0.582323564282668	1.63228545076478	0	54	R-HSA-9604323
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.0053475935828877	0.0498878284345412	0.581921727469219	1.62246794947822	0	52	R-HSA-9762114
RNA Polymerase I Promoter Clearance	0.00746268656716418	0.0498878284345412	0.579393952377599	1.71282674647547	0	74	R-HSA-73854
RNA Polymerase I Transcription	0.00746268656716418	0.0498878284345412	0.579393952377599	1.71282674647547	0	74	R-HSA-73864
Dectin-1 mediated noncanonical NF-kB signaling	0.00578034682080925	0.0498878284345412	0.57906981000794	1.68087907312946	0	62	R-HSA-5607761
Resolution of Sister Chromatid Cohesion	0.0112359550561798	0.0556285774856901	0.578727164179804	1.85227731871709	0	124	R-HSA-2500257
p130Cas linkage to MAPK signaling for integrins	0.188552188552189	0.399645349564574	0.5781380205462	1.26902809698878	55	15	R-HSA-372708
APC-Cdc20 mediated degradation of Nek2A	0.0901639344262295	0.235235800053789	0.575956073012717	1.40972636985946	21	26	R-HSA-179409
ISG15 antiviral mechanism	0.0075187969924812	0.0498878284345412	0.575416338129334	1.69168884670943	0	73	R-HSA-1169408
Transcriptional Regulation by E2F6	0.0502283105022831	0.147756823719721	0.574378006524199	1.45809923163034	10	34	R-HSA-8953750
Degradation of AXIN	0.00571428571428571	0.0498878284345412	0.573277841741794	1.61536489934083	0	55	R-HSA-4641257
G1/S DNA Damage Checkpoints	0.0065359477124183	0.0498878284345412	0.571929320824626	1.6654183995038	0	67	R-HSA-69615
Separation of Sister Chromatids	0.0163934426229508	0.0675160492132991	0.571844203267588	1.95066594634453	0	189	R-HSA-2467813
tRNA Aminoacylation	0.0256410256410256	0.0926750017659109	0.571267685089698	1.53305514308988	4	42	R-HSA-379724
Cell surface interactions at the vascular wall	0.0204081632653061	0.0789838059117452	0.57012612554044	1.95857912891691	0	215	R-HSA-202733
GLI3 is processed to GLI3R by the proteasome	0.00591715976331361	0.0498878284345412	0.569638237463567	1.62392501256404	0	60	R-HSA-5610785
The canonical retinoid cycle in rods (twilight vision)	0.12109375	0.294758812615955	0.568471187764667	1.38631657870755	30	23	R-HSA-2453902
EML4 and NUDC in mitotic spindle formation	0.0112359550561798	0.0556285774856901	0.568290887930716	1.82065615814252	0	115	R-HSA-9648025
Hh mutants are degraded by ERAD	0.00584795321637427	0.0498878284345412	0.566253745990908	1.59393700935888	0	56	R-HSA-5362768
Mitotic Metaphase and Anaphase	0.027027027027027	0.0953211275791921	0.565801814483719	1.92587939384042	0	234	R-HSA-2555396
Degradation of GLI1 by the proteasome	0.00591715976331361	0.0498878284345412	0.565148226241212	1.61112488600803	0	60	R-HSA-5610780
Mitotic Anaphase	0.0256410256410256	0.0926750017659109	0.564052205523586	1.92854373719656	0	233	R-HSA-68882
Vif-mediated degradation of APOBEC3G	0.00552486187845304	0.0498878284345412	0.563996915338343	1.5809148309446	0	54	R-HSA-180585
Nuclear events stimulated by ALK signaling in cancer	0.0639269406392694	0.176217169618149	0.563838058649114	1.43134282779258	13	34	R-HSA-9725371
Autodegradation of Cdh1 by Cdh1:APC/C	0.0062111801242236	0.0498878284345412	0.562283286575648	1.63232780688449	0	64	R-HSA-174084
Reproduction	0.0112359550561798	0.0556285774856901	0.562122296318227	1.80132172012138	0	120	R-HSA-1474165
p53-Dependent G1 DNA Damage Response	0.00636942675159236	0.0498878284345412	0.559489829479991	1.63388748085422	0	65	R-HSA-69563
p53-Dependent G1/S DNA damage checkpoint	0.00636942675159236	0.0498878284345412	0.559489829479991	1.63388748085422	0	65	R-HSA-69580
M Phase	0.0434782608695652	0.132224741748551	0.55645829512761	1.99697692938224	0	379	R-HSA-68886
Cross-presentation of soluble exogenous antigens (endosomes)	0.0211640211640212	0.0807185923464993	0.555656064684715	1.52678672750901	3	49	R-HSA-1236978
Inactivation of APC/C via direct inhibition of the APC/C complex	0.131086142322097	0.311003650500166	0.554674710098549	1.33245279986852	34	21	R-HSA-141430
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	0.131086142322097	0.311003650500166	0.554674710098549	1.33245279986852	34	21	R-HSA-141405
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.00591715976331361	0.0498878284345412	0.554518661793869	1.5808221176132	0	60	R-HSA-8936459
Depolymerization of the Nuclear Lamina	0.228956228956229	0.449014308506087	0.554033229642122	1.21611744963088	67	15	R-HSA-4419969
HCMV Late Events	0.008	0.0498878284345412	0.550824415305674	1.64215987601098	0	81	R-HSA-9610379
CD28 co-stimulation	0.0794392523364486	0.212269448198413	0.550457119382868	1.37393498855117	16	33	R-HSA-389356
Maturation of nucleoprotein_9694631	0.232323232323232	0.452909481141279	0.549906249681535	1.20705862052854	68	15	NA
Interferon gamma signaling	0.00854700854700855	0.0500610500610501	0.549745034930948	1.70942193489311	0	96	R-HSA-877300
Regulation of RUNX3 expression and activity	0.00571428571428571	0.0498878284345412	0.549334484410161	1.54789803390542	0	55	R-HSA-8941858
DNA Repair	0.0416666666666667	0.129235618597321	0.547183928740535	1.9058753426518	0	304	R-HSA-73894
Regulation of signaling by CBL	0.159695817490494	0.354860635823332	0.546907921576702	1.32073983875958	41	22	R-HSA-912631
DNA Double Strand Break Response	0.0116959064327485	0.0563864534983669	0.546080515027433	1.53715176129883	1	56	R-HSA-5693606
HATs acetylate histones	0.00884955752212389	0.0511481033877821	0.545998663824996	1.72877742478901	0	104	R-HSA-3214847
Removal of the Flap Intermediate from the C-strand	0.208029197080292	0.424857794158376	0.545445380857582	1.21800202097683	56	17	R-HSA-174437
Pre-NOTCH Expression and Processing	0.0075187969924812	0.0498878284345412	0.543894600931384	1.59901686693903	0	73	R-HSA-1912422
Mitotic Prometaphase	0.0175438596491228	0.0714830554647488	0.543685895955315	1.84682371719653	0	201	R-HSA-68877
SARS-CoV Infections	0.142857142857143	0.327672327672328	0.543574944516513	1.9188714075515	0	475	R-HSA-9679506
Pre-NOTCH Transcription and Translation	0.0117647058823529	0.0563864534983669	0.541427160827483	1.52859226592446	1	57	R-HSA-1912408
Transport of Mature Transcript to Cytoplasm	0.00806451612903226	0.0498878284345412	0.54123194380105	1.63455252879742	0	83	R-HSA-72202
Transport of Mature mRNA derived from an Intron-Containing Transcript	0.00746268656716418	0.0498878284345412	0.539798766731492	1.5957739316713	0	74	R-HSA-159236
Mitotic G1 phase and G1/S transition	0.0140845070422535	0.0637202525497814	0.539156440533112	1.78541470535286	0	149	R-HSA-453279
Degradation of GLI2 by the proteasome	0.00591715976331361	0.0498878284345412	0.537384855340456	1.53197705239422	0	60	R-HSA-5610783
Gap-filling DNA repair synthesis and ligation in TC-NER	0.0186335403726708	0.0743076138873681	0.534645289955338	1.55209374784876	2	64	R-HSA-6782210
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.0228571428571429	0.0849534601375961	0.534147665697734	1.50510507716708	3	55	R-HSA-5693565
The NLRP3 inflammasome	0.231578947368421	0.452130325814536	0.53387097408044	1.18956804566174	65	16	R-HSA-844456
Respiratory syncytial virus (RSV) genome replication, transcription and translation	0.231578947368421	0.452130325814536	0.533675940251964	1.18913347247563	65	16	R-HSA-9820965
TNFR2 non-canonical NF-kB pathway	0.00854700854700855	0.0500610500610501	0.533113335723397	1.67360390292777	0	100	R-HSA-5668541
UCH proteinases	0.00826446280991736	0.0498878284345412	0.529121319121715	1.64425567079453	0	95	R-HSA-5689603
Dual incision in TC-NER	0.0191082802547771	0.0750600709409207	0.52771203629055	1.541086261376	2	65	R-HSA-6782135
Phosphorylation of the APC/C	0.191881918819188	0.404091617160152	0.526351180685476	1.23879291690122	51	20	R-HSA-176412
Polymerase switching on the C-strand of the telomere	0.155737704918033	0.348682370055391	0.524123764331901	1.28286014553816	37	26	R-HSA-174411
RUNX1 regulates transcription of genes involved in differentiation of HSCs	0.00826446280991736	0.0498878284345412	0.522193253700548	1.62149887533212	0	94	R-HSA-8939236
HCMV Early Events	0.00840336134453781	0.0498878284345412	0.521193515674338	1.65479907696625	0	103	R-HSA-9609690
Regulation of PTEN stability and activity	0.0136054421768707	0.0621963070942663	0.520970704592202	1.53848599205559	1	69	R-HSA-8948751
APC/C:Cdc20 mediated degradation of Cyclin B	0.173387096774194	0.375990379968757	0.518560197852046	1.26070766102498	42	24	R-HSA-174048
Interferon alpha/beta signaling	0.008	0.0498878284345412	0.516820534168314	1.5274945634835	0	77	R-HSA-909733
RHO GTPases Activate NADPH Oxidases	0.173387096774194	0.375990379968757	0.51404666642868	1.2497345017519	42	24	R-HSA-5668599
SUMOylation of DNA damage response and repair proteins	0.008	0.0498878284345412	0.513526621588633	1.51775920425256	0	77	R-HSA-3108214
Activation of NF-kappaB in B cells	0.0130718954248366	0.0603884746386818	0.513457681059321	1.4951530517264	1	67	R-HSA-1169091
G2/M Transition	0.0175438596491228	0.0714830554647488	0.511063487962628	1.74880298708938	0	197	R-HSA-69275
Mitotic G2-G2/M phases	0.0178571428571429	0.0720879120879121	0.509252841249593	1.72986550079403	0	199	R-HSA-453274
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.268115942028986	0.496952359118252	0.507947706971167	1.15456587328238	73	18	R-HSA-6804114
Synthesis of PIPs at the Golgi membrane	0.268115942028986	0.496952359118252	0.506737811368648	1.15181577882633	73	18	R-HSA-1660514
Regulation of TP53 Activity through Phosphorylation	0.0158730158730159	0.066534814138648	0.50607000197494	1.56438778410462	1	92	R-HSA-6804756
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.14622641509434	0.333071278825996	0.504823885495529	1.2442427012233	30	31	R-HSA-5625886
RMTs methylate histone arginines	0.0717948717948718	0.193816608631423	0.501935641062456	1.36486018074098	13	45	R-HSA-3214858
Negative regulators of DDX58/IFIH1 signaling	0.132420091324201	0.313601371511465	0.501928540386956	1.27418113290994	28	34	R-HSA-936440
Hh mutants abrogate ligand secretion	0.0350877192982456	0.112007512699022	0.501766562253708	1.42588082452295	5	59	R-HSA-5387390
AURKA Activation by TPX2	0.0147058823529412	0.0654037886340977	0.501068252885247	1.47601545358123	1	72	R-HSA-8854518
Signaling by CSF1 (M-CSF) in myeloid cells	0.160377358490566	0.354860635823332	0.500303012839392	1.23310007709798	33	31	R-HSA-9680350
Amyloid fiber formation	0.015625	0.066534814138648	0.49969090980486	1.46748348124705	1	75	R-HSA-977225
The role of GTSE1 in G2/M progression after G2 checkpoint	0.00806451612903226	0.0498878284345412	0.498353239443421	1.47505885483113	0	78	R-HSA-8852276
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.0161290322580645	0.0669661086157615	0.491720966280205	1.45542821438824	1	78	R-HSA-6781827
rRNA modification in the nucleus and cytosol	0.0409356725146199	0.127571501993305	0.490512329475587	1.39389942934794	6	59	R-HSA-6790901
Metabolism of non-coding RNA	0.0497237569060773	0.146601278788255	0.490122520096653	1.36940723435608	8	53	R-HSA-194441
snRNP Assembly	0.0497237569060773	0.146601278788255	0.490122520096653	1.36940723435608	8	53	R-HSA-191859
Synthesis of PIPs at the plasma membrane	0.0607734806629834	0.169288336793703	0.487175051433955	1.36117197736577	10	53	R-HSA-1660499
Regulation of ornithine decarboxylase (ODC)	0.0575916230366492	0.163196996596293	0.486846235088176	1.35883974412353	10	51	R-HSA-350562
tRNA processing in the nucleus	0.0348837209302326	0.111900835844658	0.486521973492474	1.37431072184663	5	58	R-HSA-6784531
HIV Infection	0.0227272727272727	0.0849520849520849	0.485120815900653	1.6724065123706	0	231	R-HSA-162906
Organic cation/anion/zwitterion transport	0.377104377104377	0.620455935215823	0.484655480026792	1.06383147216735	111	15	R-HSA-549132
RHO GTPases Activate Formins	0.0119047619047619	0.0563864534983669	0.483636292521442	1.59756991524672	0	138	R-HSA-5663220
Elevation of cytosolic Ca2+ levels	0.347368421052632	0.588061120543294	0.483165042339523	1.07658539806904	98	16	R-HSA-139853
SUMOylation of chromatin organization proteins	0.0348837209302326	0.111900835844658	0.482954234791711	1.36423269492009	5	58	R-HSA-4551638
Degradation of DVL	0.0411764705882353	0.128017842207973	0.482454575432757	1.36209703912761	6	57	R-HSA-4641258
Caspase activation via Death Receptors in the presence of ligand	0.347368421052632	0.588061120543294	0.482223119917705	1.07448661227831	98	16	R-HSA-140534
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0.0318471337579618	0.106590406863382	0.481071719148619	1.40488176530482	4	65	R-HSA-1234176
Response of Mtb to phagocytosis	0.22265625	0.440218914633523	0.479995160829935	1.17055228739826	56	23	R-HSA-9637690
CTLA4 inhibitory signaling	0.284644194756554	0.518684977111943	0.47906290584537	1.15081632276582	75	21	R-HSA-389513
Signaling by KIT in disease	0.313653136531365	0.552307555264375	0.47805332985385	1.12512159306406	84	20	R-HSA-9669938
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	0.313653136531365	0.552307555264375	0.47805332985385	1.12512159306406	84	20	R-HSA-9670439
Regulation of PLK1 Activity at G2/M Transition	0.0151515151515152	0.0661790668348045	0.477830225013678	1.4778763764099	1	87	R-HSA-2565942
RIP-mediated NFkB activation via ZBP1	0.361313868613139	0.603109154733382	0.476956768235716	1.0650641256074	98	17	R-HSA-1810476
Formation of Incision Complex in GG-NER	0.113989637305699	0.281646712137623	0.475799221177385	1.28512514336679	21	43	R-HSA-5696395
Resolution of Abasic Sites (AP sites)	0.140776699029126	0.325911634188694	0.475293702308405	1.24047820313566	28	38	R-HSA-73933
Signaling by Erythropoietin	0.215767634854772	0.433637775843644	0.474310356261328	1.15322220812998	51	25	R-HSA-9006335
Pre-NOTCH Processing in Golgi	0.340579710144928	0.584105332954438	0.4740723239032	1.07756707852876	93	18	R-HSA-1912420
Downstream signaling events of B Cell Receptor (BCR)	0.016	0.0668535031847134	0.473223634294022	1.41081049246244	1	81	R-HSA-1168372
E3 ubiquitin ligases ubiquitinate target proteins	0.0571428571428571	0.162275819418677	0.471642895121403	1.32898103210791	9	55	R-HSA-8866654
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.321033210332103	0.560100494621968	0.471165474834195	1.10891069371759	86	20	R-HSA-176407
Regulation of TP53 Activity through Methylation	0.345588235294118	0.588033649205067	0.471043612144818	1.08757367501365	93	19	R-HSA-6804760
Glyoxylate metabolism and glycine degradation	0.221698113207547	0.440218914633523	0.467789260471759	1.15296322098805	46	31	R-HSA-389661
Metabolism of Angiotensinogen to Angiotensins	0.344202898550725	0.588033649205067	0.466997637665445	1.06148630646858	94	18	R-HSA-2022377
SARS-CoV-2 activates/modulates innate and adaptive immune responses	0.0224719101123595	0.0842375601926164	0.465891670506669	1.48709315706002	1	125	R-HSA-9705671
Regulation of mRNA stability by proteins that bind AU-rich elements	0.0155038759689922	0.0664741348735877	0.464868050828631	1.43502385109678	1	89	R-HSA-450531
mRNA 3'-end processing	0.0581395348837209	0.164041010252563	0.464744780220262	1.3127952470349	9	58	R-HSA-72187
Global Genome Nucleotide Excision Repair (GG-NER)	0.024	0.0884493388209676	0.463872659323498	1.40299402049456	2	84	R-HSA-5696399
Loss of Nlp from mitotic centrosomes	0.0204081632653061	0.0789838059117452	0.463629134781267	1.36914978727675	2	69	R-HSA-380259
Loss of proteins required for interphase microtubule organization from the centrosome	0.0204081632653061	0.0789838059117452	0.463629134781267	1.36914978727675	2	69	R-HSA-380284
Common Pathway of Fibrin Clot Formation	0.300380228136882	0.536919426860476	0.463432259906847	1.11915264723317	78	22	R-HSA-140875
Interferon Signaling	0.0285714285714286	0.0982876712328767	0.458240111553517	1.58720786828859	0	266	R-HSA-913531
Integrin signaling	0.275862068965517	0.504945006443868	0.458098539233889	1.11462964530317	63	27	R-HSA-354192
Signaling by ALK fusions and activated point mutants	0.0158730158730159	0.066534814138648	0.455936370096096	1.40941230447138	1	92	R-HSA-9725370
Signaling by ALK in cancer	0.0158730158730159	0.066534814138648	0.455936370096096	1.40941230447138	1	92	R-HSA-9700206
Platelet calcium homeostasis	0.307017543859649	0.543599213959325	0.451497787413544	1.10136813560723	69	28	R-HSA-418360
Signaling by PDGFR in disease	0.354243542435424	0.596620703049136	0.451365417064475	1.06231030177504	95	20	R-HSA-9671555
Signaling by SCF-KIT	0.139896373056995	0.325911634188694	0.451129074314139	1.21849152016317	26	43	R-HSA-1433557
Ub-specific processing proteases	0.0178571428571429	0.0720879120879121	0.450495072136323	1.53027302047863	0	199	R-HSA-5689880
Signaling by high-kinase activity BRAF mutants	0.205607476635514	0.423305039174995	0.450285594191154	1.15735223494383	43	36	R-HSA-6802948
Translation of Structural Proteins_9683701	0.296803652968037	0.532703683576011	0.450241026896736	1.10627342684905	64	29	NA
Somitogenesis	0.114285714285714	0.281847475832438	0.450192876552381	1.26853982094696	19	55	R-HSA-9824272
Aberrant regulation of mitotic exit in cancer due to RB1 defects	0.357933579335793	0.599269183922046	0.450080178070229	1.05928542974849	96	20	R-HSA-9687136
Metabolism of steroid hormones	0.205607476635514	0.423305039174995	0.449884563583239	1.15632148095938	43	36	R-HSA-196071
RNA Polymerase II Transcription Termination	0.0457516339869281	0.136733812735421	0.448758960264141	1.30675487713851	6	67	R-HSA-73856
Striated Muscle Contraction	0.214953271028037	0.433208435620253	0.446469098089623	1.14754283764189	45	36	R-HSA-390522
Epigenetic regulation of gene expression	0.0153846153846154	0.0661790668348045	0.445863560218701	1.47317362924411	0	152	R-HSA-212165
Formation of paraxial mesoderm	0.0340136054421769	0.110460025594396	0.44483563110716	1.31365042447306	4	69	R-HSA-9793380
TNFs bind their physiological receptors	0.320175438596491	0.559347770224496	0.444799728898965	1.08502912260641	72	28	R-HSA-5669034
Citric acid cycle (TCA cycle)	0.346007604562738	0.588033649205067	0.444756454951859	1.07405203952237	90	22	R-HSA-71403
Inflammasomes	0.355805243445693	0.598172481292094	0.444213227147825	1.0670995945472	94	21	R-HSA-622312
Interleukin-20 family signaling	0.311475409836066	0.550007722348477	0.443787863693657	1.08622772358323	75	26	R-HSA-8854691
Antiviral mechanism by IFN-stimulated genes	0.0131578947368421	0.0605724838411819	0.443599470339043	1.46603593451042	0	147	R-HSA-1169410
Nucleotide salvage	0.328125	0.567941952506596	0.441786569394603	1.07737394363004	83	23	R-HSA-8956321
Interleukin-12 family signaling	0.142857142857143	0.327672327672328	0.438930852608721	1.23680603176221	24	55	R-HSA-447115
SARS-CoV-1 activates/modulates innate immune responses	0.179611650485437	0.383795578887448	0.438549058856272	1.17208869126593	36	40	R-HSA-9692916
Regulation of NF-kappa B signaling	0.47463768115942	0.717146144994246	0.437052804235054	0.993421656731289	130	18	R-HSA-9758274
Chemokine receptors bind chemokines	0.152046783625731	0.3421704633224	0.436986372654702	1.23006471372819	25	56	R-HSA-380108
Regulation of RUNX2 expression and activity	0.0300751879699248	0.10190651037989	0.434907031333447	1.2786000770401	3	73	R-HSA-8939902
Defective CFTR causes cystic fibrosis	0.121387283236994	0.294926140012845	0.432022512956177	1.24185281397181	20	61	R-HSA-5678895
Metabolism of cofactors	0.466911764705882	0.709571799124038	0.430302491440471	0.993508137924958	126	19	R-HSA-8978934
Regulation of TLR by endogenous ligand	0.408239700374532	0.653183520599251	0.428035868079322	1.0282379572797	108	21	R-HSA-5686938
GPVI-mediated activation cascade	0.315068493150685	0.553373310593974	0.427636352953393	1.08558515572666	68	34	R-HSA-114604
PI Metabolism	0.0403225806451613	0.126260682115636	0.425827665585059	1.28602477290183	4	83	R-HSA-1483255
Protein ubiquitination	0.0703125	0.190993788819876	0.424774293324772	1.24746967871783	8	75	R-HSA-8852135
TP53 Regulates Transcription of Cell Cycle Genes	0.191489361702128	0.403913251693234	0.424312165017787	1.1627055194148	35	48	R-HSA-6791312
ABC transporter disorders	0.0645161290322581	0.177453168323527	0.423695647857123	1.25408238104975	7	78	R-HSA-5619084
Anchoring of the basal body to the plasma membrane	0.0344827586206897	0.111431968744692	0.423032426053337	1.3138587403868	3	97	R-HSA-5620912
Acyl chain remodelling of PG	0.52536231884058	0.766557565317255	0.422396537085752	0.960107940283596	144	18	R-HSA-1482925
Activation of IRF3, IRF7 mediated by TBK1, IKBKE	0.54014598540146	0.779616647796166	0.422237424458884	0.942873575195338	147	17	NA
Nucleotide Excision Repair	0.0531914893617021	0.15383326912447	0.420451099502504	1.33041744561184	4	110	R-HSA-5696398
Processing of Capped Intron-Containing Pre-mRNA	0.0303030303030303	0.101942501942502	0.41772249489918	1.4671180307382	0	280	R-HSA-72203
Degradation of beta-catenin by the destruction complex	0.062992125984252	0.174492653846756	0.417508127762635	1.27190756334806	7	85	R-HSA-195253
Maternal to zygotic transition (MZT)	0.0431034482758621	0.131822200787718	0.417320459827762	1.30795220480541	4	99	R-HSA-9816359
Regulation of KIT signaling	0.52280701754386	0.763833860821318	0.41708428814522	0.929344664934661	148	16	R-HSA-1433559
PKMTs methylate histone lysines	0.18974358974359	0.401521918941274	0.416016286630841	1.13122882240496	36	45	R-HSA-3214841
SUMOylation of transcription factors	0.464944649446494	0.709310907062559	0.414779249914687	0.976202990943713	125	20	R-HSA-3232118
HCMV Infection	0.032258064516129	0.107691044898629	0.414597901634073	1.34325162869792	2	127	R-HSA-9609646
Nuclear Envelope (NE) Reassembly	0.1171875	0.288461538461538	0.414549023360668	1.21744028560865	14	75	R-HSA-2995410
Interleukin-12 signaling	0.205128205128205	0.423305039174995	0.413419521471723	1.12416771521418	39	45	R-HSA-9020591
TICAM1, RIP1-mediated IKK complex recruitment	0.5	0.745453585016511	0.412074566525864	0.951422414276173	135	19	R-HSA-168927
Centrosome maturation	0.104	0.260396946564885	0.411280879743287	1.22614201498335	12	81	R-HSA-380287
Recruitment of mitotic centrosome proteins and complexes	0.104	0.260396946564885	0.411280879743287	1.22614201498335	12	81	R-HSA-380270
VxPx cargo-targeting to cilium	0.460674157303371	0.705248774214291	0.40977804053568	0.984378569088522	122	21	R-HSA-5620916
Other semaphorin interactions	0.507352941176471	0.750447642416606	0.40950867633792	0.945498133488929	137	19	R-HSA-416700
Mitochondrial tRNA aminoacylation	0.468164794007491	0.710095040159338	0.406616299121486	0.976783358556831	124	21	R-HSA-379726
CLEC7A (Dectin-1) signaling	0.0512820512820513	0.149848666552453	0.404297157858484	1.26921098384534	5	100	R-HSA-5607764
RNA Pol II CTD phosphorylation and interaction with CE	0.461206896551724	0.705248774214291	0.402772274998972	0.980011677773195	106	27	R-HSA-77075
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	0.461206896551724	0.705248774214291	0.402772274998972	0.980011677773195	106	27	R-HSA-167160
RNA Polymerase I Transcription Termination	0.455813953488372	0.702903406460719	0.402656180708161	0.990210511183792	97	30	R-HSA-73863
Recruitment of NuMA to mitotic centrosomes	0.0661157024793388	0.181472388395173	0.401932963850928	1.24807021964501	7	94	R-HSA-380320
Metabolism of polyamines	0.210526315789474	0.428362204871314	0.400803835149813	1.13897287290022	35	59	R-HSA-351202
Fertilization	0.467213114754098	0.709571799124038	0.398841468349803	0.976215655449418	113	26	R-HSA-1187000
Regulation of RAS by GAPs	0.163398692810458	0.359915278025876	0.397640123852318	1.17439859122331	24	68	R-HSA-5658442
STING mediated induction of host immune responses	0.589473684210526	0.827992566465658	0.397211510457424	0.885064262995485	167	16	R-HSA-1834941
Deubiquitination	0.0333333333333333	0.108923860302935	0.393333470785455	1.34577239763436	0	273	R-HSA-5688426
Formation of TC-NER Pre-Incision Complex	0.265193370165746	0.494927029384721	0.392511557184076	1.09668122548266	47	53	R-HSA-6781823
SUMOylation	0.0158730158730159	0.066534814138648	0.392257577133256	1.32595467617328	0	176	R-HSA-2990846
MAP2K and MAPK activation	0.368932038834951	0.611932787549249	0.390839967583968	1.04457892873976	75	40	R-HSA-5674135
Acyl chain remodelling of PI	0.627737226277372	0.857014818809482	0.390078747842806	0.871061924597548	171	17	R-HSA-1482922
SUMO E3 ligases SUMOylate target proteins	0.015625	0.066534814138648	0.390008453774039	1.31970556308159	0	170	R-HSA-3108232
NR1H2 and NR1H3-mediated signaling	0.304347826086957	0.541903555102026	0.389388860811682	1.06258307913538	55	47	R-HSA-9024446
Cytosolic sensors of pathogen-associated DNA	0.211180124223602	0.428898332788493	0.389323486906191	1.13021953296971	33	64	NA
Estrogen-dependent gene expression	0.0618556701030928	0.171937794862834	0.388789477169398	1.25376596624532	5	114	R-HSA-9018519
mRNA decay by 5' to 3' exoribonuclease	0.64983164983165	0.873782604267055	0.388374839022302	0.852492943496716	192	15	R-HSA-430039
MHC class II antigen presentation	0.0449438202247191	0.135554694562831	0.388265979550906	1.2426862121996	3	124	R-HSA-2132295
Regulation of TP53 Activity	0.0153846153846154	0.0661790668348045	0.387780191148349	1.29776536102782	0	159	R-HSA-5633007
Endogenous sterols	0.560344827586207	0.799100449775112	0.386089266659211	0.939419154384154	129	27	R-HSA-211976
Oxidative Stress Induced Senescence	0.122137404580153	0.296200138279409	0.385907241466116	1.19097830147554	15	88	R-HSA-2559580
Cellular response to hypoxia	0.216417910447761	0.434159477840157	0.385423222295093	1.13940299368116	28	74	R-HSA-1234174
SARS-CoV-2-host interactions	0.0178571428571429	0.0720879120879121	0.384066448299686	1.30252902548468	0	202	R-HSA-9705683
Hedgehog ligand biogenesis	0.222929936305732	0.440218914633523	0.381566648191492	1.11429544692712	34	65	R-HSA-5358346
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	0.671532846715328	0.892951885967965	0.380754919326979	0.850241431154806	183	17	R-HSA-450385
Platelet degranulation	0.0531914893617021	0.15383326912447	0.379766273934778	1.23249580179171	4	128	NA
RNA polymerase II transcribes snRNA genes	0.215827338129496	0.433637775843644	0.377062693906504	1.11975736288058	29	71	R-HSA-6807505
Acyl chain remodelling of PS	0.547528517110266	0.787181478082869	0.376534351942471	0.90930099867313	143	22	R-HSA-1482801
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	0.488262910798122	0.731279610693078	0.375695565810695	0.972311855518122	103	37	R-HSA-9029569
Response to elevated platelet cytosolic Ca2+	0.0705882352941176	0.191346621293145	0.375550133699384	1.2306515119757	5	133	R-HSA-76005
RIPK1-mediated regulated necrosis	0.589622641509434	0.827992566465658	0.375046041076795	0.92437840728245	124	31	R-HSA-5213460
Regulation of necroptotic cell death	0.589622641509434	0.827992566465658	0.375046041076795	0.92437840728245	124	31	R-HSA-5675482
