Reactome_ID	pathway	CI
R-HSA-9707616	Heme signaling	0.516396325329915
R-HSA-156581	Methylation	0.516370030731812
R-HSA-8963693	Aspartate and asparagine metabolism	0.516366743907049
R-HSA-449836	Other interleukin signaling	0.516366743907049
R-HSA-5661270	Formation of xylulose-5-phosphate	0.516297720587027
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	0.516277999638449
R-HSA-6802949	Signaling by RAS mutants	0.516277999638449
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	0.516277999638449
R-HSA-9649948	Signaling downstream of RAS mutants	0.516277999638449
R-HSA-166662	Lectin pathway of complement activation	0.516169534421272
R-HSA-1474165	Reproduction	0.516107084750776
R-HSA-8964058	HDL remodeling	0.516103797926014
R-HSA-8878171	Transcriptional regulation by RUNX1	0.515900014790711
R-HSA-5686938	Regulation of TLR by endogenous ligand	0.515814557346875
R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0.515732386727802
R-HSA-426117	Cation-coupled Chloride cotransporters	0.515706092129698
R-HSA-9616222	Transcriptional regulation of granulopoiesis	0.515633781984913
R-HSA-381038	XBP1(S) activates chaperone genes	0.515614061036336
R-HSA-196791	Vitamin D (calciferol) metabolism	0.515518743118211
R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.515492448520107
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	0.51547272757153
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	0.515443146148663
R-HSA-196849	Metabolism of water-soluble vitamins and cofactors	0.515367549179116
R-HSA-166665	Terminal pathway of complement	0.51527223126099
R-HSA-9752946	Expression and translocation of olfactory receptors	0.51519334746668
R-HSA-9013106	RHOC GTPase cycle	0.515035579878059
R-HSA-432720	Lysosome Vesicle Biogenesis	0.515015858929481
R-HSA-8963901	Chylomicron remodeling	0.514996137980904
R-HSA-388396	GPCR downstream signalling	0.5149698433828
R-HSA-9656223	Signaling by RAF1 mutants	0.514966556558037
R-HSA-8963743	Digestion and absorption	0.514950122434222
R-HSA-9635465	Suppression of apoptosis	0.51491396736183
R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin	0.514887672763727
R-HSA-163359	Glucagon signaling in metabolic regulation	0.514769347072261
R-HSA-390696	Adrenoceptors	0.514756199773209
R-HSA-110331	Cleavage of the damaged purine	0.514743052474157
R-HSA-73927	Depurination	0.514743052474157
R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	0.514743052474157
R-HSA-381753	Olfactory Signaling Pathway	0.514687176453187
R-HSA-111885	Opioid Signalling	0.514565563936959
R-HSA-525793	Myogenesis	0.514542556163618
R-HSA-4085001	Sialic acid metabolism	0.514503114266463
R-HSA-9645723	Diseases of programmed cell death	0.5144998274417
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.514384788574997
R-HSA-171306	Packaging Of Telomere Ends	0.51433219937879
R-HSA-8963676	Intestinal absorption	0.51430919160545
R-HSA-8963691	Phenylalanine and tyrosine metabolism	0.514273036533057
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	0.514230307811139
R-HSA-5655302	Signaling by FGFR1 in disease	0.51422044733685
R-HSA-9007101	Rab regulation of trafficking	0.514171144965406
R-HSA-198753	ERK/MAPK targets	0.514151424016829
R-HSA-391906	Leukotriene receptors	0.514118555769199
R-HSA-73728	RNA Polymerase I Promoter Opening	0.514102121645384
R-HSA-1169408	ISG15 antiviral mechanism	0.514065966572992
R-HSA-2980766	Nuclear Envelope Breakdown	0.514006803727259
R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	0.513730710447173
R-HSA-375276	Peptide ligand-binding receptors	0.513674834426203
R-HSA-5685938	HDR through Single Strand Annealing (SSA)	0.513569656033789
R-HSA-9709570	Impaired BRCA2 binding to RAD51	0.513513780012819
R-HSA-1482798	Acyl chain remodeling of CL	0.513425035744219
R-HSA-216083	Integrin cell surface interactions	0.513362586073723
R-HSA-110320	Translesion Synthesis by POLH	0.513342865125146
R-HSA-1169091	Activation of NF-kappaB in B cells	0.513273841805124
R-HSA-8949215	Mitochondrial calcium ion transport	0.513244260382258
R-HSA-8941858	Regulation of RUNX3 expression and activity	0.513125934690792
R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.513079919144111
R-HSA-180534	Vpu mediated degradation of CD4	0.513027329947904
R-HSA-8964026	Chylomicron clearance	0.512994461700274
R-HSA-5620924	Intraflagellar transport	0.512948446153593
R-HSA-8948751	Regulation of PTEN stability and activity	0.512941872504067
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	0.51292215155549
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	0.512899143782149
R-HSA-76009	Platelet Aggregation (Plug Formation)	0.512820259987839
R-HSA-1461973	Defensins	0.512803825864024
R-HSA-8964038	LDL clearance	0.512715081595425
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	0.512678926523032
R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	0.512669066048744
R-HSA-8941855	RUNX3 regulates CDKN1A transcription	0.512626337326825
R-HSA-193692	Regulated proteolysis of p75NTR	0.512554027182041
R-HSA-5696395	Formation of Incision Complex in GG-NER	0.512488290686782
R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	0.512465282913442
R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	0.512346957221976
R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	0.512346957221976
R-HSA-9827857	Specification of primordial germ cells	0.512343670397213
R-HSA-6798163	Choline catabolism	0.512323949448635
R-HSA-5578775	Ion homeostasis	0.512320662623872
R-HSA-169911	Regulation of Apoptosis	0.512294368025769
R-HSA-8941284	RUNX2 regulates chondrocyte maturation	0.512241778829562
R-HSA-77350	Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0.512238492004799
R-HSA-418457	cGMP effects	0.512212197406695
R-HSA-9675135	Diseases of DNA repair	0.512189189633355
R-HSA-6807004	Negative regulation of MET activity	0.512041282519022
R-HSA-5610787	Hedgehog 'off' state	0.512021561570445
R-HSA-77286	mitochondrial fatty acid beta-oxidation of saturated fatty acids	0.511867080806587
R-HSA-380287	Centrosome maturation	0.51183749938372
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	0.51183749938372
R-HSA-196819	Vitamin B1 (thiamin) metabolism	0.511824352084669
R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	0.511745468290358
R-HSA-196757	Metabolism of folate and pterines	0.511577840227448
R-HSA-428890	Role of ABL in ROBO-SLIT signaling	0.51153511150553
R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	0.51136748344262
R-HSA-3214847	HATs acetylate histones	0.511337902019754
R-HSA-201556	Signaling by ALK	0.511305033772124
R-HSA-5688426	Deubiquitination	0.51125573140068
R-HSA-170670	Adenylate cyclase inhibitory pathway	0.511252444575917
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.511239297276866
R-HSA-170968	Frs2-mediated activation	0.511219576328288
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	0.511091390162533
R-HSA-774815	Nucleosome assembly	0.511091390162533
R-HSA-212300	PRC2 methylates histones and DNA	0.511028940492038
R-HSA-427359	SIRT1 negatively regulates rRNA expression	0.510881033377706
R-HSA-9013148	CDC42 GTPase cycle	0.510867886078654
R-HSA-380259	Loss of Nlp from mitotic centrosomes	0.510802149583395
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	0.510802149583395
R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	0.510716692139559
R-HSA-426048	Arachidonate production from DAG	0.510604940097619
R-HSA-373753	Nephrin family interactions	0.510581932324278
R-HSA-418555	G alpha (s) signalling events	0.510529343128071
R-HSA-418597	G alpha (z) signalling events	0.510489901230916
R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs	0.510309125868954
R-HSA-9757110	Prednisone ADME	0.510272970796562
R-HSA-162906	HIV Infection	0.510213807950829
R-HSA-3656243	Defective ST3GAL3 causes MCT12 and EIEE15	0.510200660651777
R-HSA-450294	MAP kinase activation	0.510154645105096
R-HSA-194002	Glucocorticoid biosynthesis	0.510102055908889
R-HSA-203641	NOSTRIN mediated eNOS trafficking	0.510079048135549
R-HSA-8878159	Transcriptional regulation by RUNX3	0.510075761310786
R-HSA-9668250	Defective factor IX causes hemophilia B	0.510062614011734
R-HSA-9670095	Inhibition of DNA recombination at telomere	0.510033032588868
R-HSA-73614	Pyrimidine salvage	0.510000164341238
R-HSA-77288	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0.509944288320268
R-HSA-5689603	UCH proteinases	0.509941001495505
R-HSA-400451	Free fatty acids regulate insulin secretion	0.509917993722165
R-HSA-450302	activated TAK1 mediates p38 MAPK activation	0.509835823103091
R-HSA-68875	Mitotic Prophase	0.509773373432595
R-HSA-9033241	Peroxisomal protein import	0.509743792009729
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.509641900442078
R-HSA-446652	Interleukin-1 family signaling	0.509595884895397
R-HSA-110329	Cleavage of the damaged pyrimidine 	0.509579450771582
R-HSA-73928	Depyrimidination	0.509579450771582
R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0.509579450771582
R-HSA-5693607	Processing of DNA double-strand break ends	0.509553156173479
R-HSA-8941856	RUNX3 regulates NOTCH signaling	0.509533435224901
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	0.509520287925849
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	0.509507140626797
R-HSA-2470946	Cohesin Loading onto Chromatin	0.509503853802035
R-HSA-446353	Cell-extracellular matrix interactions	0.50943154365725
R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.509290210192444
R-HSA-5610780	Degradation of GLI1 by the proteasome	0.509254055120051
R-HSA-5635838	Activation of SMO	0.509224473697185
R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	0.509221186872422
R-HSA-5423599	Diseases of Mismatch Repair (MMR)	0.509198179099081
R-HSA-8964041	LDL remodeling	0.509155450377163
R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	0.509145589902874
R-HSA-5655862	Translesion synthesis by POLK	0.508997682788542
R-HSA-163685	Integration of energy metabolism	0.50892865946852
R-HSA-2142789	Ubiquinol biosynthesis	0.508895791220891
R-HSA-193639	p75NTR signals via NF-kB	0.50887278344755
R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	0.508869496622788
R-HSA-68616	Assembly of the ORC complex at the origin of replication	0.508856349323736
R-HSA-9710421	Defective pyroptosis	0.508826767900869
R-HSA-5334118	DNA methylation	0.508820194251344
R-HSA-73929	Base-Excision Repair, AP Site Formation	0.508810333777055
R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	0.508744597281796
R-HSA-349425	Autodegradation of the E3 ubiquitin ligase COP1	0.508718302683692
R-HSA-2299718	Condensation of Prophase Chromosomes	0.508669000312248
R-HSA-9705683	SARS-CoV-2-host interactions	0.508669000312248
R-HSA-5655291	Signaling by FGFR4 in disease	0.508652566188434
R-HSA-2219528	PI3K/AKT Signaling in Cancer	0.508590116517938
R-HSA-3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0.508550674620783
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	0.50851451954839
R-HSA-6811555	PI5P Regulates TP53 Acetylation	0.508501372249339
R-HSA-73893	DNA Damage Bypass	0.508422488455028
R-HSA-9675151	Disorders of Developmental Biology	0.508412627980739
R-HSA-9697154	Disorders of Nervous System Development	0.508412627980739
R-HSA-9005891	Loss of function of MECP2 in Rett syndrome	0.508412627980739
R-HSA-9005895	Pervasive developmental disorders	0.508412627980739
R-HSA-9833110	RSV-host interactions	0.508383046557873
R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi	0.508360038784532
R-HSA-8978934	Metabolism of cofactors	0.508350178310243
R-HSA-5693532	DNA Double-Strand Break Repair	0.50832388371214
R-HSA-1296071	Potassium Channels	0.508297589114036
R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.508254860392118
R-HSA-9022707	MECP2 regulates transcription factors	0.508241713093066
R-HSA-9692914	SARS-CoV-1-host interactions	0.508231852618778
R-HSA-5674135	MAP2K and MAPK activation	0.508074085030157
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	0.508054364081579
R-HSA-5696400	Dual Incision in GG-NER	0.507926177915824
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	0.507916317441536
R-HSA-372790	Signaling by GPCR	0.507893309668195
R-HSA-5656121	Translesion synthesis by POLI	0.507890022843432
R-HSA-2468052	Establishment of Sister Chromatid Cohesion	0.507863728245329
R-HSA-6798695	Neutrophil degranulation	0.507814425873884
R-HSA-622323	Presynaptic nicotinic acetylcholine receptors	0.507814425873884
R-HSA-9018682	Biosynthesis of maresins	0.507768410327203
R-HSA-418038	Nucleotide-like (purinergic) receptors	0.507715821130996
R-HSA-447043	Neurofascin interactions	0.507682952883367
R-HSA-2980736	Peptide hormone metabolism	0.507653371460501
R-HSA-5685942	HDR through Homologous Recombination (HRR)	0.507633650511923
R-HSA-180585	Vif-mediated degradation of APOBEC3G	0.507541619418561
R-HSA-445095	Interaction between L1 and Ankyrins	0.507429867376621
R-HSA-419771	Opsins	0.507423293727095
R-HSA-390522	Striated Muscle Contraction	0.50738385182994
R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	0.50738385182994
R-HSA-9678108	SARS-CoV-1 Infection	0.507360844056599
R-HSA-444257	RSK activation	0.507304968035629
R-HSA-5250941	Negative epigenetic regulation of rRNA expression	0.507255665664185
R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	0.507249092014659
R-HSA-194313	VEGF ligand-receptor interactions	0.507249092014659
R-HSA-6782861	Synthesis of wybutosine at G37 of tRNA(Phe)	0.507245805189896
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	0.507226084241319
R-HSA-5619115	Disorders of transmembrane transporters	0.507219510591793
R-HSA-9673221	Defective F9 activation	0.507193215993689
R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	0.507166921395586
R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	0.507166921395586
R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	0.507150487271771
R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	0.507130766323193
R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	0.507088037601275
R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0.507088037601275
R-HSA-9027307	Biosynthesis of maresin-like SPMs	0.507081463951749
R-HSA-2151209	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0.507028874755542
R-HSA-5693538	Homology Directed Repair	0.507005866982202
R-HSA-114608	Platelet degranulation 	0.506999293332676
R-HSA-73772	RNA Polymerase I Promoter Escape	0.506920409538365
R-HSA-8935690	Digestion	0.506772502424033
R-HSA-444473	Formyl peptide receptors bind formyl peptides and many other ligands	0.506759355124981
R-HSA-210746	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	0.506682114743052
R-HSA-991365	Activation of GABAB receptors	0.506680471330671
R-HSA-977444	GABA B receptor activation	0.506680471330671
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	0.506677184505908
R-HSA-211000	Gene Silencing by RNA	0.506664037206856
R-HSA-8963896	HDL assembly	0.506637742608753
R-HSA-8854518	AURKA Activation by TPX2	0.506621308484938
R-HSA-9603798	Class I peroxisomal membrane protein import	0.506572006113494
R-HSA-9013694	Signaling by NOTCH4	0.506539137865865
R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.506535851041102
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.506535851041102
R-HSA-5610783	Degradation of GLI2 by the proteasome	0.506506269618235
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	0.506391230751532
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.506318920606748
R-HSA-427413	NoRC negatively regulates rRNA expression	0.506292626008644
R-HSA-9821993	Replacement of protamines by nucleosomes in the male pronucleus	0.506272905060067
R-HSA-6783310	Fanconi Anemia Pathway	0.506263044585778
R-HSA-187024	NGF-independant TRKA activation	0.50622031586386
R-HSA-5358351	Signaling by Hedgehog	0.50613157159526
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.506101990172394
R-HSA-9671793	Diseases of hemostasis	0.506046114151424
R-HSA-2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.506032966852372
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	0.506029680027609
R-HSA-5658442	Regulation of RAS by GAPs	0.505963943532351
R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	0.5057733076961
R-HSA-2559580	Oxidative Stress Induced Senescence	0.505763447221811
R-HSA-71291	Metabolism of amino acids and derivatives	0.505730578974182
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.505727292149419
R-HSA-8875555	MET activates RAP1 and RAC1	0.505707571200841
R-HSA-8964572	Lipid particle organization	0.505700997551316
R-HSA-5689880	Ub-specific processing proteases	0.505697710726553
R-HSA-71384	Ethanol oxidation	0.505645121530346
R-HSA-68884	Mitotic Telophase/Cytokinesis	0.505628687406531
R-HSA-187015	Activation of TRKA receptors	0.505569524560798
R-HSA-181431	Acetylcholine binding and downstream events	0.505546516787457
R-HSA-622327	Postsynaptic nicotinic acetylcholine receptors	0.505546516787457
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	0.505497214416013
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	0.50549392759125
R-HSA-9694635	Translation of Structural Proteins	0.505487353941725
R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis	0.505441338395043
R-HSA-5620920	Cargo trafficking to the periciliary membrane	0.505286857631185
R-HSA-5656169	Termination of translesion DNA synthesis	0.505211260661638
R-HSA-5678895	Defective CFTR causes cystic fibrosis	0.505204687012112
R-HSA-9020702	Interleukin-1 signaling	0.505181679238771
R-HSA-9754706	Atorvastatin ADME	0.505165245114957
R-HSA-8964315	G beta:gamma signalling through BTK	0.505158671465431
R-HSA-1852241	Organelle biogenesis and maintenance	0.505099508619698
R-HSA-73884	Base Excision Repair	0.505073214021594
R-HSA-3232142	SUMOylation of ubiquitinylation proteins	0.505073214021594
R-HSA-447041	CHL1 interactions	0.50505677989778
R-HSA-69002	DNA Replication Pre-Initiation	0.505046919423491
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	0.505027198474913
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	0.504925306907262
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	0.504885865010107
R-HSA-73894	DNA Repair	0.504846423112952
R-HSA-69615	G1/S DNA Damage Checkpoints	0.504787260267219
R-HSA-1296065	Inwardly rectifying K+ channels	0.504767539318641
R-HSA-3214815	HDACs deacetylate histones	0.504754392019589
R-HSA-445144	Signal transduction by L1	0.50472152377196
R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	0.504682081874805
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0.504619632204309
R-HSA-446210	Synthesis of UDP-N-acetyl-glucosamine	0.504613058554783
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.504606484905257
R-HSA-5250924	B-WICH complex positively regulates rRNA expression	0.504501306512843
R-HSA-5578749	Transcriptional regulation by small RNAs	0.50444214366711
R-HSA-73854	RNA Polymerase I Promoter Clearance	0.504428996368059
R-HSA-73864	RNA Polymerase I Transcription	0.504428996368059
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	0.504422422718533
R-HSA-77352	Beta oxidation of butanoyl-CoA to acetyl-CoA	0.50441913589377
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.504304097027067
R-HSA-9604323	Negative regulation of NOTCH4 signaling	0.504215352758468
R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0.504182484510838
R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	0.50411674801558
R-HSA-9707587	Regulation of HMOX1 expression and activity	0.504070732468898
R-HSA-164843	2-LTR circle formation	0.504037864221269
R-HSA-8854214	TBC/RABGAPs	0.503985275025062
R-HSA-8963684	Tyrosine catabolism	0.503981988200299
R-HSA-110312	Translesion synthesis by REV1	0.503889957106937
R-HSA-189451	Heme biosynthesis	0.50383736791073
R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	0.503830794261204
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.503824220611678
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	0.503794639188812
R-HSA-69610	p53-Independent DNA Damage Response	0.503794639188812
R-HSA-69613	p53-Independent G1/S DNA damage checkpoint	0.503794639188812
R-HSA-448706	Interleukin-1 processing	0.503738763167842
R-HSA-5620916	VxPx cargo-targeting to cilium	0.503663166198294
R-HSA-71032	Propionyl-CoA catabolism	0.503623724301139
R-HSA-68867	Assembly of the pre-replicative complex	0.503597429703035
R-HSA-445717	Aquaporin-mediated transport	0.503544840506828
R-HSA-157579	Telomere Maintenance	0.503485677661096
R-HSA-167826	The fatty acid cycling model	0.503387072918207
R-HSA-167827	The proton buffering model	0.503387072918207
R-HSA-392154	Nitric oxide stimulates guanylate cyclase	0.503364065144867
R-HSA-111463	SMAC (DIABLO) binds to IAPs 	0.503321336422949
R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	0.503321336422949
R-HSA-111469	SMAC, XIAP-regulated apoptotic response	0.503321336422949
R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	0.503321336422949
R-HSA-977225	Amyloid fiber formation	0.503304902299134
R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	0.503137274236224
R-HSA-5621480	Dectin-2 family	0.503133987411461
R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	0.503130700586698
R-HSA-416476	G alpha (q) signalling events	0.503117553287647
R-HSA-1237112	Methionine salvage pathway	0.503117553287647
R-HSA-4641257	Degradation of AXIN	0.503104405988595
R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	0.503091258689543
R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	0.503081398215254
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	0.503045243142862
R-HSA-879415	Advanced glycosylation endproduct receptor signaling	0.502894049203767
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.502867754605663
R-HSA-9768777	Regulation of NPAS4 gene transcription	0.502828312708508
R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.502795444460879
R-HSA-196854	Metabolism of vitamins and cofactors	0.502772436687538
R-HSA-9651496	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	0.502736281615146
R-HSA-3000484	Scavenging by Class F Receptors	0.502591661325576
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	0.502499630232214
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	0.502463475159822
R-HSA-68952	DNA replication initiation	0.502453614685533
R-HSA-200425	Carnitine metabolism	0.502447041036007
R-HSA-9013423	RAC3 GTPase cycle	0.502443754211244
R-HSA-3656225	Defective CHST6 causes MCDC1	0.502407599138852
R-HSA-9840373	Cellular response to mitochondrial stress	0.502401025489326
R-HSA-70921	Histidine catabolism	0.502361583592171
R-HSA-180746	Nuclear import of Rev protein	0.502335288994067
R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0.502295847096912
R-HSA-2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	0.502276126148334
R-HSA-947581	Molybdenum cofactor biosynthesis	0.50217094775592
R-HSA-8979227	Triglyceride metabolism	0.501878420352019
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	0.501871846702493
R-HSA-73886	Chromosome Maintenance	0.501697644990057
R-HSA-975577	N-Glycan antennae elongation	0.501671350391954
R-HSA-6814848	Glycerophospholipid catabolism	0.501654916268139
R-HSA-3299685	Detoxification of Reactive Oxygen Species	0.501641768969087
R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	0.501470854081415
R-HSA-8963899	Plasma lipoprotein remodeling	0.501457706782363
R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.5014544199576
R-HSA-400253	Circadian Clock	0.501444559483311
R-HSA-500792	GPCR ligand binding	0.501378822988052
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.501276931420401
R-HSA-9764302	Regulation of CDH19 Expression and Function	0.501253923647061
R-HSA-419812	Calcitonin-like ligand receptors	0.501247349997535
R-HSA-5576890	Phase 3 - rapid repolarisation	0.501247349997535
R-HSA-5609975	Diseases associated with glycosylation precursor biosynthesis	0.501122450656543
R-HSA-69166	Removal of the Flap Intermediate	0.501115877007017
R-HSA-2160916	Hyaluronan uptake and degradation	0.501099442883203
R-HSA-9610379	HCMV Late Events	0.501079721934625
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	0.50104028003747
R-HSA-5693606	DNA Double Strand Break Response	0.500944962119345
R-HSA-15869	Metabolism of nucleotides	0.500935101645056
R-HSA-68949	Orc1 removal from chromatin	0.500915380696478
R-HSA-68886	M Phase	0.500875938799323
R-HSA-9828806	Maturation of hRSV A proteins	0.500790481355487
R-HSA-5674499	Negative feedback regulation of MAPK pathway	0.500764186757383
R-HSA-4085377	SUMOylation of SUMOylation proteins	0.50076089993262
R-HSA-629597	Highly calcium permeable nicotinic acetylcholine receptors	0.500744465808805
R-HSA-157118	Signaling by NOTCH	0.500731318509754
R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	0.500721458035465
R-HSA-70263	Gluconeogenesis	0.500675442488784
R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	0.500662295189732
R-HSA-209543	p75NTR recruits signalling complexes	0.50059327186971
R-HSA-109704	PI3K Cascade	0.500580124570658
R-HSA-379716	Cytosolic tRNA aminoacylation	0.500563690446844
R-HSA-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	0.500534109023977
R-HSA-2672351	Stimuli-sensing channels	0.500517674900163
R-HSA-9634597	GPER1 signaling	0.50048151982777
R-HSA-69183	Processive synthesis on the lagging strand	0.500478233003007
R-HSA-77348	Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0.500448651580141
R-HSA-5250913	Positive epigenetic regulation of rRNA expression	0.500356620486779
R-HSA-9820952	Respiratory Syncytial Virus Infection Pathway	0.500284310341994
R-HSA-193634	Axonal growth inhibition (RHOA activation)	0.500198852898158
R-HSA-112311	Neurotransmitter clearance	0.500195566073395
R-HSA-5576891	Cardiac conduction	0.500159411001002
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	0.50015612417624
R-HSA-416482	G alpha (12/13) signalling events	0.500142976877188
R-HSA-397014	Muscle contraction	0.500116682279084
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	0.500018077536196
R-HSA-453276	Regulation of mitotic cell cycle	0.500018077536196
R-HSA-212165	Epigenetic regulation of gene expression	0.499995069762856
R-HSA-3781860	Diseases associated with N-glycosylation of proteins	0.499949054216174
R-HSA-5358508	Mismatch Repair	0.499873457246627
